player_id,player_name,born,url,country_name,market_value
,Bartlomiej Kukulowicz,2000,https://www.transfermarkt.pl/bartlomiej-kukulowicz/profil/spieler/428919,Poland,50000
,Michal Krol,2000,https://www.transfermarkt.pl/michal-krol/profil/spieler/461569,Poland,50000
,Patryk Plewka,2000,https://www.transfermarkt.pl/patryk-plewka/profil/spieler/495237,Poland,50000
,Karol Turek,2000,https://www.transfermarkt.pl/karol-turek/profil/spieler/527603,Poland,50000
,Mateusz Ozimek,2000,https://www.transfermarkt.pl/mateusz-ozimek/profil/spieler/549313,Poland,50000
,Hugo Bartkowiak,2000,https://www.transfermarkt.pl/hugo-bartkowiak/profil/spieler/549804,Poland,50000
,Michal Bednarski,2000,https://www.transfermarkt.pl/michal-bednarski/profil/spieler/585989,Poland,50000
,Nikodem Zawistowski,2000,https://www.transfermarkt.pl/nikodem-zawistowski/profil/spieler/589225,Poland,50000
,Jan Majsterek,2000,https://www.transfermarkt.pl/jan-majsterek/profil/spieler/597614,Poland,50000
,Dawid Kasprzyk,2000,https://www.transfermarkt.pl/dawid-kasprzyk/profil/spieler/687441,Poland,50000
,Robert Ozog,2000,https://www.transfermarkt.pl/robert-ozog/profil/spieler/345444,Poland,25000
,Mateusz Gorski,2000,https://www.transfermarkt.pl/mateusz-gorski/profil/spieler/384778,Poland,25000
,Patryk Zaucha,2000,https://www.transfermarkt.pl/patryk-zaucha/profil/spieler/393568,Poland,25000
,Michal Ozga,2000,https://www.transfermarkt.pl/michal-ozga/profil/spieler/452666,Poland,25000
,Jakub Szymanski,2000,https://www.transfermarkt.pl/jakub-szymanski/profil/spieler/469658,Poland,25000
,Beniamin Czajka,2000,https://www.transfermarkt.pl/beniamin-czajka/profil/spieler/505527,Poland,25000
,Adrian Szczutowski,2000,https://www.transfermarkt.pl/adrian-szczutowski/profil/spieler/536293,Poland,25000
,Mateusz Machala,2000,https://www.transfermarkt.pl/mateusz-machala/profil/spieler/596471,Poland,25000
,Kamil Ogorzaly,2000,https://www.transfermarkt.pl/kamil-ogorzaly/profil/spieler/655588,Poland,25000
,Aleksander Bieganski,2000,https://www.transfermarkt.pl/aleksander-bieganski/profil/spieler/687440,Poland,25000
,Maik Nawrocki,2001,https://www.transfermarkt.pl/maik-nawrocki/profil/spieler/407745,Poland,4500000
,Michal Karbownik,2001,https://www.transfermarkt.pl/michal-karbownik/profil/spieler/401604,Poland,3000000
,Bartosz Bialek,2001,https://www.transfermarkt.pl/bartosz-bialek/profil/spieler/535551,Poland,3000000
,Lukasz Lakomy,2001,https://www.transfermarkt.pl/lukasz-lakomy/profil/spieler/401598,Poland,2000000
,Mateusz Bogusz,2001,https://www.transfermarkt.pl/mateusz-bogusz/profil/spieler/431475,Poland,1200000
,Maciej Rosolek,2001,https://www.transfermarkt.pl/maciej-rosolek/profil/spieler/401609,Poland,1000000
,Karol Struski,2001,https://www.transfermarkt.pl/karol-struski/profil/spieler/553562,Poland,900000
,Ernest Terpilowski,2001,https://www.transfermarkt.pl/ernest-terpilowski/profil/spieler/573345,Poland,800000
,Karol Knap,2001,https://www.transfermarkt.pl/karol-knap/profil/spieler/800664,Poland,600000
,Mateusz Zukowski,2001,https://www.transfermarkt.pl/mateusz-zukowski/profil/spieler/470375,Poland,500000
,Jedrzej Grobelny,2001,https://www.transfermarkt.pl/jedrzej-grobelny/profil/spieler/531538,Poland,500000
,Aleksander Paluszek,2001,https://www.transfermarkt.pl/aleksander-paluszek/profil/spieler/605746,Poland,500000
,Konrad Matuszewski,2001,https://www.transfermarkt.pl/konrad-matuszewski/profil/spieler/401599,Poland,450000
,Wiktor Plesnierowicz,2001,https://www.transfermarkt.pl/wiktor-plesnierowicz/profil/spieler/407089,Poland,400000
,Szymon Czyz,2001,https://www.transfermarkt.pl/szymon-czyz/profil/spieler/407094,Poland,400000
